freqs (cycles/rot),amps,mag (ohm-cm),phase,amp_ratio,ACT_str,ACT,T,H,geo
1,(-1.640512631115465e-08+6.429953244549032e-08j),6.635931013801757e-08,4.027522183437403,0.0490169447693058,ACTRot11,11.0,30.0,3.0,perp
0,(-2.3966574339153253e-19+0j),2.3966574339153253e-19,4.027522183437403,1.7703141401687152e-13,ACTRot11,11.0,30.0,3.0,perp
2,(-4.106679046690895e-06-2.2549137135539747e-06j),4.68502386846682e-06,6.256022037632976,1.0,ACTRot11,11.0,30.0,7.0,perp
4,(-4.16066293669896e-07-4.851591055749754e-07j),6.391326297807947e-07,6.256022037632976,0.1364203572328761,ACTRot11,11.0,30.0,7.0,perp
5,(-1.546793434036171e-07-2.0735507508599581e-07j),2.586925326322603e-07,6.256022037632976,0.055216908151402386,ACTRot11,11.0,30.0,7.0,perp
6,(-2.3189047103649982e-07-5.754657959401474e-08j),2.389242544835079e-07,6.256022037632976,0.05099744658541007,ACTRot11,11.0,30.0,7.0,perp
9,(-2.041803058565427e-08-1.203825682964174e-07j),1.2210183750721493e-07,6.256022037632976,0.026062159112792933,ACTRot11,11.0,30.0,7.0,perp
1,(9.945761321138308e-08-2.7022586032072982e-09j),9.949431655759886e-08,6.256022037632976,0.021236672288322513,ACTRot11,11.0,30.0,7.0,perp
7,(4.873226922132658e-08+8.181623940534128e-08j),9.522988550813223e-08,6.256022037632976,0.02032644617866084,ACTRot11,11.0,30.0,7.0,perp
3,(-9.208836911434002e-08+2.2207565225235067e-08j),9.472826230524871e-08,6.256022037632976,0.020219376670165965,ACTRot11,11.0,30.0,7.0,perp
8,(1.5598649038508646e-08-4.117995763863633e-08j),4.403528997232163e-08,6.256022037632976,0.00939916021958971,ACTRot11,11.0,30.0,7.0,perp
0,(3.537922878636909e-19+0j),3.537922878636909e-19,6.256022037632976,7.551557853204063e-14,ACTRot11,11.0,30.0,7.0,perp
2,(-8.221175247504755e-06-3.009357724562732e-06j),8.754653412018676e-06,5.126790893837064,1.0,ACTRot11,11.0,30.0,9.0,perp
4,(-8.855354019530632e-07-3.52071533418118e-07j),9.52957141090594e-07,5.126790893837064,0.10885149831086895,ACTRot11,11.0,30.0,9.0,perp
1,(1.6805147199000162e-07-3.8204393831501715e-07j),4.1737137903940536e-07,5.126790893837064,0.047674232136525725,ACTRot11,11.0,30.0,9.0,perp
6,(2.518993956249011e-07+2.1489896482530147e-07j),3.311115682050034e-07,5.126790893837064,0.03782120806181116,ACTRot11,11.0,30.0,9.0,perp
5,(-1.6593375474684278e-07-5.970708813635134e-08j),1.763489363112446e-07,5.126790893837064,0.020143451489369867,ACTRot11,11.0,30.0,9.0,perp
7,(-1.7462455797132436e-07+2.419813347081942e-08j),1.7629318168934386e-07,5.126790893837064,0.02013708291950459,ACTRot11,11.0,30.0,9.0,perp
9,(-9.984163056998295e-08+3.7723824114113176e-08j),1.0673068022206875e-07,5.126790893837064,0.01219130846179991,ACTRot11,11.0,30.0,9.0,perp
8,(-9.253727524413809e-08+3.211058191086852e-08j),9.795017498842954e-08,5.126790893837064,0.011188355538319806,ACTRot11,11.0,30.0,9.0,perp
3,(-3.558007929382696e-08+5.840143607086384e-08j),6.838618118958106e-08,5.126790893837064,0.007811409312411872,ACTRot11,11.0,30.0,9.0,perp
0,(7.132909029509897e-19+0j),7.132909029509897e-19,5.126790893837064,8.147563008853789e-14,ACTRot11,11.0,30.0,9.0,perp
2,(-3.21481130073124e-07+6.5537430704105e-08j),3.280933888641894e-07,4.438455503824748,1.0,ACTRot11,11.0,5.0,0.5,perp
3,(-6.836098941926828e-08-2.432796771350145e-07j),2.5270185235035027e-07,4.438455503824748,0.7702131799277229,ACTRot11,11.0,5.0,0.5,perp
6,(1.8890382316470204e-07-1.64070366027319e-07j),2.5020739280560724e-07,4.438455503824748,0.7626102850526433,ACTRot11,11.0,5.0,0.5,perp
4,(1.5294727331906883e-07-1.772524334104734e-07j),2.341181188325078e-07,4.438455503824748,0.7135715829050684,ACTRot11,11.0,5.0,0.5,perp
5,(-7.314370022565856e-09-1.7190919290560214e-07j),1.720647279784051e-07,4.438455503824748,0.524438266110962,ACTRot11,11.0,5.0,0.5,perp
7,(-8.168508231811322e-08-1.336575869316881e-07j),1.566422778745211e-07,4.438455503824748,0.47743198488940425,ACTRot11,11.0,5.0,0.5,perp
1,(-1.2561986265030307e-07+7.113801943200372e-08j),1.4436401110037483e-07,4.438455503824748,0.4400088999054251,ACTRot11,11.0,5.0,0.5,perp
8,(-9.063739730007989e-08+5.7481733264984956e-08j),1.073279434652477e-07,4.438455503824748,0.32712619975916335,ACTRot11,11.0,5.0,0.5,perp
9,(4.409105186567434e-08+5.626934418950179e-09j),4.444865853517687e-08,4.438455503824748,0.13547562993893758,ACTRot11,11.0,5.0,0.5,perp
0,(2.5385255536943486e-19+0j),2.5385255536943486e-19,4.438455503824748,7.737204222500023e-13,ACTRot11,11.0,5.0,0.5,perp
4,(-1.0083611217903574e-05-2.7098104675169267e-06j),1.0441373854225081e-05,3.4041242524092614,1.0,ACTRot11,11.0,5.0,3.0,perp
2,(-4.110033729641317e-06+8.022016567299745e-06j),9.013607882797037e-06,3.4041242524092614,0.8632588018242158,ACTRot11,11.0,5.0,3.0,perp
6,(2.1253526334272413e-07-1.2226344638084838e-06j),1.2409698909548205e-06,3.4041242524092614,0.11885120754034341,ACTRot11,11.0,5.0,3.0,perp
3,(9.849062085696103e-07+8.270808127648093e-08j),9.883728377426213e-07,3.4041242524092614,0.0946592710443634,ACTRot11,11.0,5.0,3.0,perp
1,(1.8821094636763075e-07+5.440002046920253e-07j),5.756384134485507e-07,3.4041242524092614,0.05513052415182124,ACTRot11,11.0,5.0,3.0,perp
8,(-9.160260773164032e-09+4.3874400710517603e-07j),4.3883962235438486e-07,3.4041242524092614,0.04202891578073409,ACTRot11,11.0,5.0,3.0,perp
7,(1.7119605092124377e-07+3.5330506825708835e-07j),3.925971970189993e-07,3.4041242524092614,0.03760014749975987,ACTRot11,11.0,5.0,3.0,perp
9,(-3.326226257083929e-08-2.391299141190924e-07j),2.414321725411424e-07,3.4041242524092614,0.02312264419527966,ACTRot11,11.0,5.0,3.0,perp
5,(2.6042504632448967e-08-2.0967334220004517e-07j),2.1128445867329754e-07,3.4041242524092614,0.020235312098110702,ACTRot11,11.0,5.0,3.0,perp
0,(9.267632973804765e-20+0j),9.267632973804765e-20,3.4041242524092614,8.875875055517369e-15,ACTRot11,11.0,5.0,3.0,perp
4,(-2.641027608978917e-05-2.0385405754138597e-05j),3.336266552450143e-05,4.28084696573704,1.0,ACTRot11,11.0,5.0,7.0,perp
2,(-7.632150973520431e-06+7.676097318903803e-06j),1.0824610779695084e-05,4.28084696573704,0.32445281603010784,ACTRot11,11.0,5.0,7.0,perp
6,(2.9271072672732394e-06-3.323895880290979e-06j),4.429022553243453e-06,4.28084696573704,0.13275385775128767,ACTRot11,11.0,5.0,7.0,perp
7,(1.1895512593839735e-06-1.603261227369258e-06j),1.9963663896909248e-06,4.28084696573704,0.059838336005401005,ACTRot11,11.0,5.0,7.0,perp
3,(1.8243185126090282e-06+3.5899303733648375e-07j),1.8593047185182127e-06,4.28084696573704,0.05573010097627677,ACTRot11,11.0,5.0,7.0,perp
1,(-5.281779266150973e-07-1.1469943336849518e-06j),1.262762021787482e-06,4.28084696573704,0.037849554342716224,ACTRot11,11.0,5.0,7.0,perp
9,(-1.244192455418794e-07+1.228296526531397e-06j),1.2345819153666174e-06,4.28084696573704,0.03700489442187839,ACTRot11,11.0,5.0,7.0,perp
8,(3.7839265355238987e-07-1.1674385082197665e-06j),1.2272300806029866e-06,4.28084696573704,0.03678453328921554,ACTRot11,11.0,5.0,7.0,perp
5,(-1.1392251975169705e-06-4.4138157078421034e-07j),1.2217412744462378e-06,4.28084696573704,0.03662001387595949,ACTRot11,11.0,5.0,7.0,perp
0,(1.440512516580523e-19+0j),1.440512516580523e-19,4.28084696573704,4.3177380881710885e-15,ACTRot11,11.0,5.0,7.0,perp
4,(-2.29585518867892e-05-1.9364240201584158e-05j),3.0034461928308952e-05,4.503790449693631,1.0,ACTRot11,11.0,5.0,9.0,perp
6,(3.412935229511999e-06-7.3930288895038375e-06j),8.142788407043528e-06,4.503790449693631,0.27111484222624116,ACTRot11,11.0,5.0,9.0,perp
2,(-7.877918380006108e-06+1.8610847839910243e-06j),8.094765875257974e-06,4.503790449693631,0.26951592788909795,ACTRot11,11.0,5.0,9.0,perp
8,(3.614966671136326e-06-9.604590140428371e-07j),3.740383075445962e-06,4.503790449693631,0.12453637705826412,ACTRot11,11.0,5.0,9.0,perp
3,(1.6202371674360854e-06+6.439143021049821e-07j),1.743500532605785e-06,4.503790449693631,0.05805000058823928,ACTRot11,11.0,5.0,9.0,perp
1,(-1.581420907203603e-07-7.470888920573515e-07j),7.636430668138668e-07,4.503790449693631,0.02542556176423776,ACTRot11,11.0,5.0,9.0,perp
9,(3.4264590685697747e-07-5.539809157288468e-07j),6.513839670099443e-07,4.503790449693631,0.02168788535532188,ACTRot11,11.0,5.0,9.0,perp
5,(6.927593646706393e-09-5.832377926896019e-07j),5.832789335945306e-07,4.503790449693631,0.019420322394547766,ACTRot11,11.0,5.0,9.0,perp
7,(-5.3395224092202e-08+1.8078102939117182e-08j),5.637257987473863e-08,4.503790449693631,0.00187692990835986,ACTRot11,11.0,5.0,9.0,perp
0,(8.260281563608594e-20+0j),8.260281563608594e-20,4.503790449693631,2.7502678700639127e-15,ACTRot11,11.0,5.0,9.0,perp
2,(1.9068383773585123e-06-1.3367648316205936e-06j),2.328727723978241e-06,3.2695289667059266,1.0,ACTRot12,12.0,10.0,0.5,para
5,(-9.343970937715157e-08-3.6407873763570414e-07j),3.758780473596383e-07,3.2695289667059266,0.16140918643658075,ACTRot12,12.0,10.0,0.5,para
1,(-1.6369143945953751e-07-2.105709018935698e-08j),1.6504026296506603e-07,3.2695289667059266,0.07087142960754657,ACTRot12,12.0,10.0,0.5,para
3,(1.4655515197248096e-07+2.690919257651965e-08j),1.4900509123784062e-07,3.2695289667059266,0.06398562172107025,ACTRot12,12.0,10.0,0.5,para
6,(-8.390631166407577e-09-1.4648339083578148e-07j),1.4672350350955706e-07,3.2695289667059266,0.06300586453228828,ACTRot12,12.0,10.0,0.5,para
4,(-3.152140565215168e-08+9.385957504376708e-08j),9.901120563695831e-08,3.2695289667059266,0.04251729586824099,ACTRot12,12.0,10.0,0.5,para
9,(1.8926656437456794e-08-6.513091210408702e-08j),6.782517257930004e-08,3.2695289667059266,0.029125419807959387,ACTRot12,12.0,10.0,0.5,para
8,(-5.671462501510141e-08-2.8230502569847278e-08j),6.335226883032462e-08,3.2695289667059266,0.02720466981949177,ACTRot12,12.0,10.0,0.5,para
7,(-2.668584967149046e-09-6.017501544071877e-08j),6.023415832414061e-08,3.2695289667059266,0.02586569383098194,ACTRot12,12.0,10.0,0.5,para
0,(-7.085666505590998e-19+0j),7.085666505590998e-19,3.2695289667059266,3.042720036624258e-13,ACTRot12,12.0,10.0,0.5,para
2,(5.371737043810632e-06+1.2804079189626071e-05j),1.388524406562819e-05,3.5531257210202694,1.0,ACTRot12,12.0,10.0,3.0,para
4,(-2.517588169339301e-06-1.0988141754505815e-06j),2.7469333414861665e-06,3.5531257210202694,0.1978311168678684,ACTRot12,12.0,10.0,3.0,para
1,(2.579815464776203e-07+9.680080862691926e-07j),1.001795454873663e-06,3.5531257210202694,0.07214820640809097,ACTRot12,12.0,10.0,3.0,para
6,(-1.752830356714301e-07+3.913320105325375e-07j),4.28794688705014e-07,3.5531257210202694,0.030881321687852854,ACTRot12,12.0,10.0,3.0,para
3,(1.7733303800259856e-07+3.302659784215193e-07j),3.74863472306858e-07,3.5531257210202694,0.026997254822103023,ACTRot12,12.0,10.0,3.0,para
5,(-3.592537065040234e-08+3.373891655457189e-07j),3.392964504441585e-07,3.5531257210202694,0.024435757041106662,ACTRot12,12.0,10.0,3.0,para
8,(2.485872670647056e-07+5.3364174880029086e-08j),2.5425059391735073e-07,3.5531257210202694,0.018310848027995975,ACTRot12,12.0,10.0,3.0,para
7,(6.693447396175562e-08+1.5207285858243455e-07j),1.661516720408497e-07,3.5531257210202694,0.011966060607616172,ACTRot12,12.0,10.0,3.0,para
9,(-6.7429339124758e-08+1.454777927669895e-08j),6.898082093368541e-08,3.5531257210202694,0.00496792282567376,ACTRot12,12.0,10.0,3.0,para
0,(1.8971300644001704e-18+0j),1.8971300644001704e-18,3.5531257210202694,1.3662921987063692e-13,ACTRot12,12.0,10.0,3.0,para
2,(2.0769843254040658e-05-3.63968225128892e-05j),4.190602674833509e-05,5.001693559216767,1.0,ACTRot12,12.0,10.0,7.0,para
1,(2.251689390652741e-06-7.5647474070071205e-06j),7.89275037257603e-06,5.001693559216767,0.18834403986747816,ACTRot12,12.0,10.0,7.0,para
4,(2.4294726845415537e-06+7.097910008210373e-06j),7.502177284601218e-06,5.001693559216767,0.17902382704175782,ACTRot12,12.0,10.0,7.0,para
3,(5.0932283431886484e-06-6.923486878556256e-07j),5.1400702000493715e-06,5.001693559216767,0.12265706388529389,ACTRot12,12.0,10.0,7.0,para
6,(-2.4667575139762336e-06-3.707082719267389e-06j),4.452791811914084e-06,5.001693559216767,0.10625659737810843,ACTRot12,12.0,10.0,7.0,para
8,(-2.867131253903347e-06-2.5666693254071975e-06j),3.848146703686804e-06,5.001693559216767,0.0918280018956865,ACTRot12,12.0,10.0,7.0,para
7,(1.324190062049939e-06-3.0423715450031576e-06j),3.3180572536164476e-06,5.001693559216767,0.07917852182796768,ACTRot12,12.0,10.0,7.0,para
5,(1.265495849871269e-06-2.590078415577315e-06j),2.882704623245486e-06,5.001693559216767,0.06878973853945757,ACTRot12,12.0,10.0,7.0,para
9,(-2.7585678168323674e-07-1.0708807615652695e-06j),1.1058402097460756e-06,5.001693559216767,0.02638857213515262,ACTRot12,12.0,10.0,7.0,para
0,(2.0571289854941607e-19+0j),2.0571289854941607e-19,5.001693559216767,4.90890963690775e-15,ACTRot12,12.0,10.0,7.0,para
2,(3.126804805420771e-05+3.125333321246841e-05j),4.4209293887256595e-05,5.722271978554993,1.0,ACTRot12,12.0,10.0,9.0,para
4,(1.3759573618856367e-05-8.644074992234013e-06j),1.6249489181020232e-05,5.722271978554993,0.3675582157557186,ACTRot12,12.0,10.0,9.0,para
6,(-9.853930892000864e-06+3.1741663080473354e-06j),1.0352549723400115e-05,5.722271978554993,0.23417134301672832,ACTRot12,12.0,10.0,9.0,para
3,(4.214193615417603e-06+7.628285929300827e-07j),4.2826785182194305e-06,5.722271978554993,0.0968728098019661,ACTRot12,12.0,10.0,9.0,para
7,(3.9255385558298e-06+7.34161289292352e-07j),3.993600599960106e-06,5.722271978554993,0.09033396032392339,ACTRot12,12.0,10.0,9.0,para
9,(-3.2370656715305446e-06+1.0149561445923286e-06j),3.3924519358787123e-06,5.722271978554993,0.07673617100807377,ACTRot12,12.0,10.0,9.0,para
5,(-2.790902872647568e-06-1.4769991738068578e-06j),3.1576360467885764e-06,5.722271978554993,0.07142471116687006,ACTRot12,12.0,10.0,9.0,para
1,(-4.727994590958745e-07+3.1053110528043162e-06j),3.1410979072913345e-06,5.722271978554993,0.07105062377385678,ACTRot12,12.0,10.0,9.0,para
8,(-1.6958982938952382e-06-1.009560911328756e-06j),1.9736474500071507e-06,5.722271978554993,0.044643270146779206,ACTRot12,12.0,10.0,9.0,para
0,(6.828525382404228e-19+0j),6.828525382404228e-19,5.722271978554993,1.544590465484128e-14,ACTRot12,12.0,10.0,9.0,para
2,(1.8606726971077695e-06-8.572542076453799e-07j),2.048655086218275e-06,5.851450220087406,1.0,ACTRot12,12.0,15.0,0.5,para
3,(-4.547824474208861e-08+3.4743306478167735e-07j),3.503969252838993e-07,5.851450220087406,0.17103753952585363,ACTRot12,12.0,15.0,0.5,para
1,(-1.6597173140672614e-07+2.0507116612228e-07j),2.638196330846099e-07,5.851450220087406,0.12877698879590757,ACTRot12,12.0,15.0,0.5,para
4,(2.365807546806014e-07-7.504153344308486e-08j),2.4819686788259947e-07,5.851450220087406,0.12115112473166954,ACTRot12,12.0,15.0,0.5,para
8,(1.9406991269753273e-07+8.238314246293035e-08j),2.1083195482776198e-07,5.851450220087406,0.10291237224170724,ACTRot12,12.0,15.0,0.5,para
6,(6.770712483383953e-08+9.040323360097564e-08j),1.1294688751257247e-07,5.851450220087406,0.05513221248046558,ACTRot12,12.0,15.0,0.5,para
7,(1.0665799418494995e-07+1.7666807577001192e-09j),1.06672624812819e-07,5.851450220087406,0.05206958727724727,ACTRot12,12.0,15.0,0.5,para
9,(-7.914091583008156e-08-6.089853445248229e-08j),9.985948155725737e-08,5.851450220087406,0.048743920940636946,ACTRot12,12.0,15.0,0.5,para
5,(4.6618414950429876e-08+6.530960051204472e-08j),8.024101526983153e-08,5.851450220087406,0.03916765482370818,ACTRot12,12.0,15.0,0.5,para
0,(-1.2571343800242093e-19+0j),1.2571343800242093e-19,5.851450220087406,6.136388640924532e-14,ACTRot12,12.0,15.0,0.5,para
2,(4.783835807671792e-06+9.642857976950533e-06j),1.0764283301660235e-05,3.697792425472024,1.0,ACTRot12,12.0,15.0,3.0,para
4,(-7.086871834415739e-07-7.813719265522466e-07j),1.054883695759073e-06,3.697792425472024,0.09799850730390683,ACTRot12,12.0,15.0,3.0,para
1,(-2.1357966537048974e-07+5.135437624982833e-07j),5.561865419629133e-07,3.697792425472024,0.05166963060858214,ACTRot12,12.0,15.0,3.0,para
9,(-2.6963809947988403e-08+2.3282867160075007e-07j),2.3438480617625618e-07,3.697792425472024,0.021774306714884187,ACTRot12,12.0,15.0,3.0,para
6,(3.781562781971983e-08+1.381558838517386e-07j),1.4323780908075442e-07,3.697792425472024,0.013306766931585874,ACTRot12,12.0,15.0,3.0,para
8,(7.480845937651057e-08-1.0605087271587076e-07j),1.2978094312373004e-07,3.697792425472024,0.012056626482853086,ACTRot12,12.0,15.0,3.0,para
5,(-8.217071236355139e-08-9.773871526690872e-08j),1.2769057299722384e-07,3.697792425472024,0.011862431470707336,ACTRot12,12.0,15.0,3.0,para
7,(-6.782122373873901e-08-9.965736691253752e-08j),1.2054587993523553e-07,3.697792425472024,0.011198690758784012,ACTRot12,12.0,15.0,3.0,para
3,(-7.204721155956675e-08-4.478945494625355e-08j),8.483452108600276e-08,3.697792425472024,0.007881111887209273,ACTRot12,12.0,15.0,3.0,para
0,(-7.430478142480671e-20+0j),7.430478142480671e-20,3.697792425472024,6.902900949601194e-15,ACTRot12,12.0,15.0,3.0,para
2,(7.691168503717513e-06-2.3731826951335e-05j),2.494701752516093e-05,5.025794571926574,1.0,ACTRot12,12.0,15.0,7.0,para
4,(-2.505576159685671e-07+3.611293327337822e-06j),3.6199749467357544e-06,5.025794571926574,0.14510652197541207,ACTRot12,12.0,15.0,7.0,para
6,(-1.020934974958153e-06-8.804668150884144e-07j),1.3481580157996098e-06,5.025794571926574,0.054040849349622326,ACTRot12,12.0,15.0,7.0,para
1,(1.5257100010346939e-07+5.875315401345844e-07j),6.070183034517901e-07,5.025794571926574,0.02433229955603177,ACTRot12,12.0,15.0,7.0,para
3,(-1.525292670840746e-08-3.4020621412026865e-07j),3.40547970041253e-07,5.025794571926574,0.013650849032265478,ACTRot12,12.0,15.0,7.0,para
8,(-2.566730020719994e-07-1.0511455699777889e-07j),2.7736275900973425e-07,5.025794571926574,0.011118072881056552,ACTRot12,12.0,15.0,7.0,para
7,(-1.6226584747392934e-07-2.0129699069832225e-07j),2.585549916761093e-07,5.025794571926574,0.010364164430290607,ACTRot12,12.0,15.0,7.0,para
9,(-1.0792959535698691e-07+1.8999047104665874e-07j),2.1850669701968907e-07,5.025794571926574,0.008758830461369129,ACTRot12,12.0,15.0,7.0,para
5,(9.775014631855697e-08-2.2175135100411575e-08j),1.0023386514557244e-07,5.025794571926574,0.004017869672977105,ACTRot12,12.0,15.0,7.0,para
0,(-1.3371338405712045e-18+0j),1.3371338405712045e-18,5.025794571926574,5.359894581476945e-14,ACTRot12,12.0,15.0,7.0,para
2,(1.3188543705429855e-05+3.0404090159365636e-05j),3.3141309320678134e-05,5.548822706773277,1.0,ACTRot12,12.0,15.0,9.0,para
4,(5.848791912597246e-06-5.28031788802467e-06j),7.879728665090965e-06,5.548822706773277,0.23776153768838879,ACTRot12,12.0,15.0,9.0,para
6,(-2.077024453856679e-06+1.3490566151321225e-06j),2.4766881783442935e-06,5.548822706773277,0.07473115061265828,ACTRot12,12.0,15.0,9.0,para
1,(-9.838156232668777e-08+1.5206726542585566e-06j),1.523851781905184e-06,5.548822706773277,0.045980433879671566,ACTRot12,12.0,15.0,9.0,para
3,(-6.161891056397463e-09+3.4973431645960684e-07j),3.497885947409654e-07,5.548822706773277,0.010554459130035604,ACTRot12,12.0,15.0,9.0,para
9,(1.4016658024119197e-07+2.705496179432369e-07j),3.047027502103353e-07,5.548822706773277,0.009194046839308778,ACTRot12,12.0,15.0,9.0,para
7,(4.139289099365639e-08+1.9655653316407015e-07j),2.0086772302759577e-07,5.548822706773277,0.006060947112378167,ACTRot12,12.0,15.0,9.0,para
5,(1.6635949047562538e-07+2.2284441026775053e-08j),1.6784539428648468e-07,5.548822706773277,0.005064537211321325,ACTRot12,12.0,15.0,9.0,para
8,(5.6630492794959515e-08-1.0816796916285861e-07j),1.220955456477307e-07,5.548822706773277,0.0036840893781933536,ACTRot12,12.0,15.0,9.0,para
0,(6.228529428301764e-19+0j),6.228529428301764e-19,5.548822706773277,1.879385442510428e-14,ACTRot12,12.0,15.0,9.0,para
2,(3.062996522299913e-06-2.2568482851256514e-05j),2.27753894786254e-05,3.3319775283937965,1.0,ACTRot12,12.0,2.0,0.5,para
6,(-1.9709042549321996e-06-1.3970888933290452e-06j),2.415847875585966e-06,3.3319775283937965,0.10607273600538107,ACTRot12,12.0,2.0,0.5,para
4,(-1.0237633519185807e-07-2.0609538943917257e-06j),2.0634950614953593e-06,3.3319775283937965,0.09060196592606858,ACTRot12,12.0,2.0,0.5,para
8,(1.0023443804667502e-07+7.95911570381582e-07j),8.021983360976316e-07,3.3319775283937965,0.03522215665512509,ACTRot12,12.0,2.0,0.5,para
3,(3.5241526422673267e-07-4.961054031380789e-07j),6.085368431597166e-07,3.3319775283937965,0.026719053201299837,ACTRot12,12.0,2.0,0.5,para
7,(-2.194764574559493e-07-5.012575817381228e-07j),5.47201131785529e-07,3.3319775283937965,0.02402598349850723,ACTRot12,12.0,2.0,0.5,para
1,(-3.6413547528463073e-07-7.017581637971594e-08j),3.7083593348720067e-07,3.3319775283937965,0.01628230919322932,ACTRot12,12.0,2.0,0.5,para
9,(2.322509782596172e-07+2.0693391448581645e-08j),2.3317103883671621e-07,3.3319775283937965,0.01023785077552883,ACTRot12,12.0,2.0,0.5,para
5,(4.0660621153927695e-08-1.8121273637278483e-07j),1.8571844802371044e-07,3.3319775283937965,0.00815434784103281,ACTRot12,12.0,2.0,0.5,para
0,(1.3428480877531326e-18+0j),1.3428480877531326e-18,3.3319775283937965,5.896048842604379e-14,ACTRot12,12.0,2.0,0.5,para
4,(-0.00011063650248498475+4.561567657721758e-05j),0.00011967132334735566,5.648912231050632,1.0,ACTRot12,12.0,2.0,3.0,para
2,(3.4617262432173605e-05-2.5467224241352028e-05j),4.297597432120982e-05,5.648912231050632,0.3591167300495925,ACTRot12,12.0,2.0,3.0,para
6,(-6.751136632620796e-06+2.4679033738341178e-06j),7.188072961155604e-06,5.648912231050632,0.06006512471071823,ACTRot12,12.0,2.0,3.0,para
8,(-3.770617138999855e-06+4.016750988077194e-06j),5.5092505941496776e-06,5.648912231050632,0.04603651434653759,ACTRot12,12.0,2.0,3.0,para
3,(5.237191064235392e-06-2.7949844516735524e-07j),5.244643898698748e-06,5.648912231050632,0.04382540237710706,ACTRot12,12.0,2.0,3.0,para
5,(-1.4377650019135799e-06+1.6995865279950388e-06j),2.2261542100379717e-06,5.648912231050632,0.018602236089396117,ACTRot12,12.0,2.0,3.0,para
1,(1.4706939391352414e-06+1.065910518017833e-06j),1.816344101493486e-06,5.648912231050632,0.015177772340842265,ACTRot12,12.0,2.0,3.0,para
9,(-1.0801721091682176e-06+3.9418736177542655e-07j),1.1498501909415793e-06,5.648912231050632,0.009608402069759407,ACTRot12,12.0,2.0,3.0,para
7,(-7.658297869252104e-07+1.90624211694426e-07j),7.891976004943466e-07,5.648912231050632,0.006594709395864513,ACTRot12,12.0,2.0,3.0,para
0,(-5.685675946018583e-19+0j),5.685675946018583e-19,5.648912231050632,4.751076353952777e-15,ACTRot12,12.0,2.0,3.0,para
4,(-0.00012300363964888136-6.258442916286099e-05j),0.00013800980450864,4.875474804170441,1.0,ACTRot12,12.0,2.0,7.0,para
6,(7.72604495973205e-06-4.658496961257671e-05j),4.7221299902951594e-05,4.875474804170441,0.3421590232018287,ACTRot12,12.0,2.0,7.0,para
2,(3.332484370962664e-06-2.0252448034089814e-05j),2.0524792409576732e-05,4.875474804170441,0.14871981365854187,ACTRot12,12.0,2.0,7.0,para
8,(8.142797751529963e-06-1.5802968948945244e-05j),1.7777485278397757e-05,4.875474804170441,0.12881320527691068,ACTRot12,12.0,2.0,7.0,para
3,(4.83016711867104e-06+2.5856567838788043e-07j),4.837082861015623e-06,4.875474804170441,0.03504883495949595,ACTRot12,12.0,2.0,7.0,para
9,(-2.8681533351580197e-07-3.0578230860365675e-06j),3.0712448715525723e-06,4.875474804170441,0.022253816549390876,ACTRot12,12.0,2.0,7.0,para
1,(2.6568248209302967e-06+1.4642187251030093e-06j),3.0335877445779586e-06,4.875474804170441,0.021980958203502442,ACTRot12,12.0,2.0,7.0,para
5,(-2.445381471135554e-06+2.446022333974058e-07j),2.4575843407614893e-06,4.875474804170441,0.017807317020057327,ACTRot12,12.0,2.0,7.0,para
7,(-4.7213923938794335e-07-1.6059720622993493e-06j),1.673935998255564e-06,4.875474804170441,0.012129109263036226,ACTRot12,12.0,2.0,7.0,para
0,(5.478534485673685e-19+0j),5.478534485673685e-19,4.875474804170441,3.9696704920197935e-15,ACTRot12,12.0,2.0,7.0,para
4,(-8.634657698606768e-05+3.9839544862235614e-05j),9.509427265635399e-05,3.387817432818726,1.0,ACTRot12,12.0,2.0,9.0,para
6,(9.084897803545661e-06+4.0254992057778846e-05j),4.126741757940162e-05,3.387817432818726,0.433963228558794,ACTRot12,12.0,2.0,9.0,para
2,(-5.8297554152963915e-06+3.555044508778327e-05j),3.6025271603995874e-05,3.387817432818726,0.3788374483306881,ACTRot12,12.0,2.0,9.0,para
8,(2.696180524971233e-06+1.773717948227995e-05j),1.7940928777793163e-05,3.387817432818726,0.18866466167344295,ACTRot12,12.0,2.0,9.0,para
3,(3.3718301897007666e-06+6.835196242823399e-07j),3.440412461458158e-06,3.387817432818726,0.03617896604447373,ACTRot12,12.0,2.0,9.0,para
9,(-6.760989119345795e-08+2.5632749191338196e-06j),2.5641664159035544e-06,3.387817432818726,0.026964467409827993,ACTRot12,12.0,2.0,9.0,para
1,(1.3714785786078812e-06+7.545380813524121e-07j),1.5653374102062701e-06,3.387817432818726,0.01646090102463892,ACTRot12,12.0,2.0,9.0,para
7,(8.961039445551049e-07+8.306783406290224e-07j),1.2218955704303886e-06,3.387817432818726,0.01284930770590151,ACTRot12,12.0,2.0,9.0,para
5,(-8.494124496507321e-07-2.1347808414530097e-07j),8.758278381234554e-07,3.387817432818726,0.009210100815308507,ACTRot12,12.0,2.0,9.0,para
0,(3.235692466766857e-19+0j),3.235692466766857e-19,3.387817432818726,3.4026155060460995e-15,ACTRot12,12.0,2.0,9.0,para
2,(1.6597856658757291e-06-1.4358345779334857e-07j),1.6659845935657485e-06,6.196892907237341,1.0,ACTRot12,12.0,5.0,0.5,para
