,Temperature (K),Sample Position (deg),Res. (ohm-cm),ACT,ACT_str,T,H,geo,Delta Res. Mean (ohm-cm),Delta Res./R0 Mean (ohm-cm),Delta Res./R0 Mean (%),Delta Res. 0deg (ohm-cm),Delta Res./R0 0deg (ohm-cm),Delta Res./R0 0deg (%),Sample Position (rads),Res. (uohm-cm),Delta Res. Mean (uohm-cm),Delta Res./R0 Mean (uohm-cm),Delta Res. 0deg (uohm-cm),Delta Res./R0 0deg (uohm-cm)
2448,1.898214975,278.0231934,5.2133421161549385e-05,11,ACTRot11,1.9,7.0,perp,-3.973813459318952e-06,-0.07082533092516638,-397.38134593189517,2.0627948725827206e-06,0.04119770463181262,206.27948725827204,4.852420121738969,52.133421161549386,-3.9738134593189516,-70825.33092516637,2.0627948725827205,41197.704631812616
2449,1.898579925,278.9808044,5.236203628224026e-05,11,ACTRot11,1.9,7.0,perp,-3.745198338628079e-06,-0.06675072054317756,-374.5198338628079,2.2914099932735933e-06,0.04576355766052237,229.14099932735934,4.869133586642284,52.36203628224026,-3.745198338628079,-66750.72054317755,2.2914099932735934,45763.55766052237
2450,1.8986217,279.9916077,5.250599161981615e-05,11,ACTRot11,1.9,7.0,perp,-3.601243001052184e-06,-0.0641850026184101,-360.1243001052184,2.4353653308494883e-06,0.048638603335907034,243.53653308494884,4.8867754323173065,52.50599161981615,-3.601243001052184,-64185.00261841011,2.4353653308494883,48638.603335907035
2451,1.898054675,281.0023804,5.293236953680701e-05,11,ACTRot11,1.9,7.0,perp,-3.174865084061325e-06,-0.05658566324850515,-317.4865084061325,2.8617432478403472e-06,0.057154133270167384,286.17432478403475,4.904416743921581,52.93236953680701,-3.174865084061325,-56585.663248505145,2.861743247840347,57154.13327016738
2452,1.898204675,282.0131836,5.319642682438024e-05,11,ACTRot11,1.9,7.0,perp,-2.9108077964880977e-06,-0.05187936664776313,-291.0807796488098,3.1258005354135746e-06,0.06242782978934621,312.5800535413575,4.922058587851275,53.19642682438024,-2.910807796488098,-51879.366647763134,3.1258005354135747,62427.82978934621
2453,1.8989354,283.0239868,5.3178941724667416e-05,11,ACTRot11,1.9,7.0,perp,-2.9282928962009213e-06,-0.0521910038159639,-292.8292896200921,3.108315435700751e-06,0.0620786210614203,310.8315435700751,4.939700431780969,53.17894172466742,-2.9282928962009214,-52191.0038159639,3.1083154357007508,62078.6210614203
2454,1.89834205,283.9815979,5.398506324684952e-05,11,ACTRot11,1.9,7.0,perp,-2.1221713740188146e-06,-0.03782348904484238,-212.21713740188147,3.914436957882858e-06,0.07817831027900335,391.44369578828577,4.956413898429615,53.98506324684952,-2.122171374018815,-37823.48904484238,3.9144369578828577,78178.31027900334
2455,1.898587625,284.9924011,5.438233112870987e-05,11,ACTRot11,1.9,7.0,perp,-1.7249034921584677e-06,-0.03074297822400452,-172.49034921584678,4.3117048397432045e-06,0.08611246072416938,431.17048397432046,4.97405574235931,54.38233112870987,-1.7249034921584678,-30742.97822400452,4.3117048397432045,86112.46072416937
2456,1.898224225,286.0032043,5.485907165889619e-05,11,ACTRot11,1.9,7.0,perp,-1.248162961972149e-06,-0.022246025319307243,-124.8162961972149,4.788445369929523e-06,0.09563382215941411,478.8445369929523,4.991697586289003,54.85907165889619,-1.248162961972149,-22246.025319307242,4.788445369929523,95633.8221594141
2457,1.897774675,287.0140076,5.5106857903255154e-05,11,ACTRot11,1.9,7.0,perp,-1.0003767176131832e-06,-0.017829727741404428,-100.03767176131832,5.036231614288489e-06,0.10058255683129433,503.62316142884896,5.009339431964029,55.106857903255154,-1.0003767176131833,-17829.72774140443,5.036231614288489,100582.55683129432
2458,1.897909225,288.0247803,5.534079589483452e-05,11,ACTRot11,1.9,7.0,perp,-7.664387260338136e-07,-0.013660247759720223,-76.64387260338137,5.270169605867859e-06,0.10525471711603435,527.0169605867858,5.0269807435683,55.34079589483452,-0.7664387260338136,-13660.247759720223,5.270169605867859,105254.71711603434
2459,1.89816205,288.9823914,5.593548475195509e-05,11,ACTRot11,1.9,7.0,perp,-1.7174986891324936e-07,-0.0030611002319720334,-17.174986891324934,5.864858462988423e-06,0.11713171768895522,586.4858462988423,5.0436942102169455,55.93548475195509,-0.17174986891324936,-3061.1002319720333,5.864858462988423,117131.71768895522
2460,1.898069025,289.9931946,5.584827712754155e-05,11,ACTRot11,1.9,7.0,perp,-2.5895749332678896e-07,-0.004615402899049193,-25.895749332678896,5.777650838574883e-06,0.11539002538596208,577.7650838574883,5.06133605414664,55.84827712754155,-0.25895749332678897,-4615.402899049193,5.777650838574884,115390.02538596207
2461,1.897984475,291.0039978,5.674486904066377e-05,11,ACTRot11,1.9,7.0,perp,6.376344197954326e-07,0.011364566870994441,63.76344197954326,6.674242751697105e-06,0.13329657019224883,667.4242751697105,5.078977898076334,56.74486904066377,0.6376344197954326,11364.56687099444,6.674242751697105,133296.57019224882
2462,1.898968975,292.014801,5.70544225567343e-05,11,ACTRot11,1.9,7.0,perp,9.471879358659624e-07,0.016881743366365602,94.71879358659623,6.983796267767635e-06,0.13947890780240854,698.3796267767634,5.0966197420060295,57.0544225567343,0.9471879358659624,16881.7433663656,6.983796267767635,139478.90780240853
2463,1.8986297,293.0256042,5.764495599716562e-05,11,ACTRot11,1.9,7.0,perp,1.5377213762972816e-06,0.027406828846370315,153.77213762972815,7.574329708198954e-06,0.1512729172686222,757.4329708198953,5.114261585935724,57.64495599716562,1.5377213762972817,27406.828846370314,7.574329708198954,151272.9172686222
2464,1.897633925,293.9831848,5.802329582443793e-05,11,ACTRot11,1.9,7.0,perp,1.91606120356959e-06,0.03414998469478901,191.606120356959,7.952669535471262e-06,0.15882904059507794,795.2669535471263,5.130974520258947,58.02329582443793,1.91606120356959,34149.98469478901,7.952669535471262,158829.04059507794
2465,1.8981199,294.993988,5.848336856084469e-05,11,ACTRot11,1.9,7.0,perp,2.3761339399763507e-06,0.042349867285966354,237.61339399763506,8.412742271878023e-06,0.1680175163643163,841.2742271878024,5.148616364188642,58.48336856084469,2.376133939976351,42349.86728596636,8.412742271878024,168017.5163643163
2466,1.89817095,296.0047913,5.9059286052618494e-05,11,ACTRot11,1.9,7.0,perp,2.9520514317501567e-06,0.052614452515757755,295.2051431750157,8.988659763651829e-06,0.17951961918304443,898.865976365183,5.166258209863666,59.059286052618496,2.9520514317501565,52614.45251575775,8.988659763651828,179519.61918304444
2467,1.897913425,297.0155945,5.937386629071969e-05,11,ACTRot11,1.9,7.0,perp,3.2666316698513526e-06,0.058221220345733675,326.66316698513526,9.303240001753025e-06,0.18580234942663468,930.3240001753024,5.183900053793361,59.37386629071969,3.2666316698513524,58221.22034573367,9.303240001753025,185802.34942663467
2468,1.897988375,298.0263977,5.969841865474521e-05,11,ACTRot11,1.9,7.0,perp,3.591184033876876e-06,0.06400572151066564,359.1184033876876,9.627792365778548e-06,0.19228424086838483,962.7792365778548,5.2015418977230565,59.69841865474521,3.591184033876876,64005.72151066564,9.627792365778548,192284.24086838483
2469,1.89697345,298.9840088,6.0400402745387866e-05,11,ACTRot11,1.9,7.0,perp,4.293168124519529e-06,0.07651719343378122,429.31681245195296,1.0329776456421201e-05,0.2063041192416126,1032.97764564212,5.218255364371701,60.400402745387865,4.2931681245195294,76517.19343378121,10.329776456421202,206304.11924161259
2470,1.897506575,299.9947815,6.073259616581348e-05,11,ACTRot11,1.9,7.0,perp,4.625361544945143e-06,0.08243788125007326,462.53615449451434,1.0661969876846815e-05,0.2129386162520647,1066.1969876846815,5.235896675975973,60.73259616581348,4.625361544945143,82437.88125007326,10.661969876846815,212938.6162520647
2471,1.897806975,301.0055847,6.106285761490707e-05,11,ACTRot11,1.9,7.0,perp,4.955622994038738e-06,0.0883241355152364,495.56229940387385,1.099223132594041e-05,0.2195345283380769,1099.223132594041,5.253538519905668,61.062857614907074,4.955622994038738,88324.1355152364,10.992231325940411,219534.5283380769
2472,1.89860005,302.0163879,6.172141274825703e-05,11,ACTRot11,1.9,7.0,perp,5.614178127388691e-06,0.10006157254630711,561.4178127388691,1.1650786459290363e-05,0.23268705272531567,1165.0786459290364,5.271180363835362,61.72141274825703,5.6141781273886915,100061.57254630711,11.650786459290364,232687.05272531568
2473,1.897983825,303.0271912,6.214041685419787e-05,11,ACTRot11,1.9,7.0,perp,6.033182233329536e-06,0.10752948838233375,603.3182233329536,1.2069790565231208e-05,0.24105531445870595,1206.9790565231208,5.2888222095103865,62.14041685419787,6.033182233329536,107529.48838233376,12.069790565231209,241055.31445870595
2474,1.8987384,303.9848022,6.27082361011846e-05,11,ACTRot11,1.9,7.0,perp,6.60100148031627e-06,0.11764973848597263,660.100148031627,1.2637609812217942e-05,0.25239568083858194,1263.7609812217943,5.305535674413702,62.7082361011846,6.6010014803162695,117649.73848597263,12.637609812217942,252395.68083858193
2475,1.897251,304.9956055,6.258871111936958e-05,11,ACTRot11,1.9,7.0,perp,6.481476498501248e-06,0.11551944312169948,648.1476498501247,1.251808483040292e-05,0.25000855308177655,1251.8084830402918,5.323177520088726,62.588711119369584,6.481476498501247,115519.44312169949,12.51808483040292,250008.55308177654
2476,1.898212125,306.0064087,6.333454214237471e-05,11,ACTRot11,1.9,7.0,perp,7.2273075215063714e-06,0.1288123995121704,722.7307521506372,1.3263915853408044e-05,0.2649041331510331,1326.3915853408043,5.3408193640184205,63.33454214237471,7.227307521506371,128812.3995121704,13.263915853408044,264904.13315103314
2477,1.897535625,307.0171814,6.341339828762926e-05,11,ACTRot11,1.9,7.0,perp,7.306163666760924e-06,0.1302178536534662,730.6163666760924,1.3342771998662596e-05,0.2664790314716465,1334.2771998662597,5.358460675622694,63.41339828762926,7.306163666760924,130217.8536534662,13.342771998662597,266479.03147164645
2478,1.898004425,308.0279846,6.312423604367911e-05,11,ACTRot11,1.9,7.0,perp,7.017001422810773e-06,0.12506411107634405,701.7001422810773,1.3053609754712446e-05,0.2607039440525009,1305.3609754712445,5.376102519552389,63.12423604367911,7.0170014228107735,125064.11107634405,13.053609754712445,260703.9440525009
2479,1.897579225,308.9855957,6.371638396977051e-05,11,ACTRot11,1.9,7.0,perp,7.609149348902177e-06,0.13561797155606126,760.9149348902176,1.364575768080385e-05,0.2725301976861984,1364.575768080385,5.3928159862010325,63.71638396977051,7.609149348902177,135617.97155606127,13.645757680803849,272530.1976861984
2480,1.898204475,309.9963989,6.398982578991895e-05,11,ACTRot11,1.9,7.0,perp,7.882591169050612e-06,0.14049152880756643,788.2591169050612,1.3919199500952284e-05,0.27799132011295524,1391.9199500952284,5.410457830130728,63.989825789918946,7.882591169050612,140491.52880756644,13.919199500952285,277991.32011295523
2481,1.89774635,311.0072021,6.39787648181151e-05,11,ACTRot11,1.9,7.0,perp,7.87153019724677e-06,0.14029438895780222,787.1530197246769,1.3908138529148442e-05,0.2777704127142739,1390.8138529148441,5.428099674060422,63.97876481811511,7.87153019724677,140294.3889578022,13.908138529148442,277770.4127142739
2482,1.8977677,312.0180054,6.375886617782095e-05,11,ACTRot11,1.9,7.0,perp,7.651631556952614e-06,0.13637513252358177,765.1631556952614,1.3688239888854286e-05,0.27337864339577006,1368.8239888854287,5.445741519735447,63.75886617782095,7.651631556952614,136375.13252358176,13.688239888854287,273378.64339577005
2483,1.898043,313.0288086,6.371439006273673e-05,11,ACTRot11,1.9,7.0,perp,7.607155441868392e-06,0.13558243412408374,760.7155441868392,1.3643763773770064e-05,0.27249037579497065,1364.3763773770065,5.463383363665141,63.714390062736726,7.607155441868392,135582.43412408375,13.643763773770065,272490.37579497066
2484,1.898720225,313.9863892,6.431329166729931e-05,11,ACTRot11,1.9,7.0,perp,8.206057046430977e-06,0.146256665506356,820.6057046430976,1.4242665378332649e-05,0.2844515124723155,1424.266537833265,5.480096297988364,64.31329166729931,8.206057046430976,146256.665506356,14.24266537833265,284451.51247231546
2485,1.8980891,314.9971924,6.350677346860336e-05,11,ACTRot11,1.9,7.0,perp,7.399538847735022e-06,0.1318820807643737,739.9538847735022,1.3436147179636694e-05,0.26834390091496463,1343.6147179636694,5.4977381419180595,63.506773468603356,7.399538847735022,131882.08076437368,13.436147179636695,268343.9009149646
2486,1.89791605,316.0079956,6.332229839866983e-05,11,ACTRot11,1.9,7.0,perp,7.215063777801492e-06,0.12859417910284862,721.5063777801491,1.3251672109703164e-05,0.2646596036811156,1325.1672109703165,5.515379985847754,63.32229839866983,7.215063777801492,128594.17910284862,13.251672109703165,264659.60368111555
2487,1.8985632,317.0187988,6.29055980093594e-05,11,ACTRot11,1.9,7.0,perp,6.79836338849107e-06,0.12116732243942226,679.8363388491069,1.2834971720392742e-05,0.25633735129095037,1283.4971720392741,5.533021829777448,62.90559800935941,6.79836338849107,121167.32243942226,12.834971720392742,256337.35129095038
2488,1.897796775,318.0296021,6.305526989194461e-05,11,ACTRot11,1.9,7.0,perp,6.94803527107627e-06,0.1238349264230542,694.803527107627,1.2984643602977942e-05,0.2593265665989718,1298.4643602977942,5.550663675452472,63.055269891944604,6.94803527107627,123834.9264230542,12.984643602977943,259326.5665989718
2489,1.896888425,318.9871826,6.205499601491838e-05,11,ACTRot11,1.9,7.0,perp,5.947761394050045e-06,0.1060070316108193,594.7761394050044,1.1984369725951717e-05,0.23934930745199284,1198.4369725951717,5.567376608030366,62.05499601491838,5.947761394050045,106007.0316108193,11.984369725951717,239349.30745199285
2490,1.8982568,319.9979858,6.166318412142988e-05,11,ACTRot11,1.9,7.0,perp,5.55594950056154e-06,0.09902376294437934,555.594950056154,1.1592557832463212e-05,0.23152412285719093,1159.2557832463212,5.58501845196006,61.66318412142988,5.55594950056154,99023.76294437934,11.592557832463212,231524.12285719093
2491,1.896972625,321.0087891,6.137253896291672e-05,11,ACTRot11,1.9,7.0,perp,5.26530434204838e-06,0.09384359036098386,526.530434204838,1.1301912673950052e-05,0.22571941898079453,1130.1912673950053,5.602660297635085,61.372538962916714,5.26530434204838,93843.59036098386,11.301912673950053,225719.41898079452
2492,1.8981066,322.0195923,6.054702694918877e-05,11,ACTRot11,1.9,7.0,perp,4.4397923283204355e-06,0.07913047859730221,443.9792328320435,1.0476400660222108e-05,0.20923246695100037,1047.6400660222107,5.620302141564779,60.54702694918877,4.4397923283204355,79130.47859730221,10.476400660222108,209232.46695100036
2493,1.8971017,323.0303955,6.001713115642169e-05,11,ACTRot11,1.9,7.0,perp,3.909896535553356e-06,0.06968613873012237,390.9896535553356,9.946504867455028e-06,0.1986494998095679,994.6504867455028,5.637943985494474,60.01713115642169,3.9098965355533557,69686.13873012237,9.946504867455028,198649.4998095679
2494,1.897617125,323.9880066,5.943449567046464e-05,11,ACTRot11,1.9,7.0,perp,3.3272610495963044e-06,0.05930181859932149,332.72610495963045,9.363869381497977e-06,0.18701322662627362,936.3869381497976,5.654657452143119,59.43449567046464,3.3272610495963044,59301.81859932149,9.363869381497977,187013.22662627362
2495,1.897736275,324.9987793,5.926252601678429e-05,11,ACTRot11,1.9,7.0,perp,3.1552913959159547e-06,0.0562368011404787,315.5291395915955,9.191899727817627e-06,0.1835786849313509,919.1899727817627,5.672298763747392,59.26252601678429,3.1552913959159548,56236.8011404787,9.191899727817628,183578.6849313509
2496,1.896911925,326.0095825,5.904701738770715e-05,11,ACTRot11,1.9,7.0,perp,2.9397827668388148e-06,0.0523957879354368,293.9782766838815,8.976391098740487e-06,0.17927459199204152,897.6391098740487,5.689940607677086,59.04701738770715,2.939782766838815,52395.7879354368,8.976391098740487,179274.5919920415
2497,1.897426,327.0203857,5.812128524014322e-05,11,ACTRot11,1.9,7.0,perp,2.014050619274883e-06,0.03589645137359494,201.4050619274883,8.050658951176555e-06,0.1607860645623792,805.0658951176556,5.707582451606782,58.12128524014322,2.014050619274883,35896.451373594944,8.050658951176555,160786.0645623792
2498,1.897289075,327.9779968,5.7751931939486746e-05,11,ACTRot11,1.9,7.0,perp,1.644697318618409e-06,0.029313462510353088,164.4697318618409,7.681305650520081e-06,0.15340941825232768,768.1305650520081,5.724295918255426,57.751931939486745,1.6446973186184088,29313.46251035309,7.681305650520081,153409.41825232768
2499,1.897679175,328.9888,5.728914906269028e-05,11,ACTRot11,1.9,7.0,perp,1.1819144418219411e-06,0.021065277050427714,118.19144418219412,7.218522773723613e-06,0.14416681613016402,721.8522773723613,5.741937762185121,57.28914906269028,1.1819144418219412,21065.277050427714,7.218522773723613,144166.81613016402
2500,1.897688425,329.9996033,5.696165999309449e-05,11,ACTRot11,1.9,7.0,perp,8.544253722261535e-07,0.015228434942476408,85.44253722261536,6.891033704127826e-06,0.13762627342343234,689.1033704127826,5.759579607860145,56.96165999309449,0.8544253722261536,15228.434942476408,6.891033704127826,137626.27342343234
2501,1.897027575,331.0104065,5.645495913262918e-05,11,ACTRot11,1.9,7.0,perp,3.4772451176084284e-07,0.006197498666803146,34.77245117608428,6.384332843662515e-06,0.12750655058351723,638.4332843662515,5.777221451789839,56.45495913262918,0.34772451176084285,6197.498666803146,6.3843328436625155,127506.55058351724
2502,1.8972329,332.0211792,5.619633744486674e-05,11,ACTRot11,1.9,7.0,perp,8.910282399840567e-08,0.0015880808348601994,8.910282399840566,6.125711155900078e-06,0.12234141271865641,612.5711155900077,5.7948627633941125,56.19633744486674,0.08910282399840568,1588.0808348601993,6.125711155900078,122341.41271865641
2503,1.897568725,332.9787903,5.577220439764815e-05,11,ACTRot11,1.9,7.0,perp,-3.3503022322018983e-07,-0.0059712481907917775,-33.503022322018985,5.7015781086814824e-06,0.11387071685056706,570.1578108681482,5.811576230042757,55.772204397648146,-0.3350302232201898,-5971.248190791777,5.701578108681482,113870.71685056706
2504,1.897671125,333.9895935,5.543307824520771e-05,11,ACTRot11,1.9,7.0,perp,-6.741563756606239e-07,-0.012015498183364049,-67.4156375660624,5.362451956241048e-06,0.10709776077681485,536.2451956241049,5.829218073972452,55.43307824520771,-0.6741563756606239,-12015.498183364049,5.362451956241048,107097.76077681484
2505,1.898766175,335.0003967,5.496580180110691e-05,11,ACTRot11,1.9,7.0,perp,-1.1414328197614237e-06,-0.02034377255401005,-114.14328197614236,4.895175512140249e-06,0.0977654140750967,489.5175512140248,5.8468599179021465,54.96580180110691,-1.1414328197614236,-20343.77255401005,4.8951755121402485,97765.4140750967
2506,1.897249975,336.0112,5.473888914751486e-05,11,ACTRot11,1.9,7.0,perp,-1.3683454733534747e-06,-0.02438803984191616,-136.83454733534748,4.668262858548198e-06,0.09323356236063049,466.8262858548198,5.86450176357717,54.73888914751486,-1.3683454733534746,-24388.039841916157,4.668262858548197,93233.56236063049
2507,1.89748035,337.0220032,5.426567832679974e-05,11,ACTRot11,1.9,7.0,perp,-1.8415562940685948e-06,-0.03282208268706319,-184.15562940685948,4.1950520378330775e-06,0.08378269553935018,419.50520378330776,5.8821436075068645,54.265678326799744,-1.8415562940685948,-32822.082687063186,4.195052037833078,83782.69553935018
2508,1.89813415,337.9795837,5.38823924967088e-05,11,ACTRot11,1.9,7.0,perp,-2.2248421241595338e-06,-0.03965339121048096,-222.48421241595338,3.8117662077421385e-06,0.07612779168656178,381.1766207742138,5.898856540084759,53.8823924967088,-2.224842124159534,-39653.391210480964,3.8117662077421386,76127.79168656177
2509,1.89893405,338.990387,5.357055651222014e-05,11,ACTRot11,1.9,7.0,perp,-2.5366781086481966e-06,-0.04521124817127795,-253.6678108648197,3.4999302232534757e-06,0.06989986909799657,349.99302232534757,5.916498385759783,53.57055651222014,-2.5366781086481964,-45211.248171277955,3.4999302232534757,69899.86909799658
2510,1.89837875,340.0011902,5.295616780076065e-05,11,ACTRot11,1.9,7.0,perp,-3.1510668201076855e-06,-0.056161506468823334,-315.10668201076857,2.8855415117939867e-06,0.05762942718433365,288.5541511793987,5.934140229689477,52.95616780076065,-3.1510668201076855,-56161.50646882333,2.8855415117939867,57629.42718433365
2511,1.89670545,341.0119934,5.270034846821872e-05,11,ACTRot11,1.9,7.0,perp,-3.4068861526496193e-06,-0.06072097788584422,-340.6886152649619,2.629722179252053e-06,0.05252025736757215,262.9722179252053,5.951782073619173,52.70034846821872,-3.4068861526496192,-60720.97788584422,2.629722179252053,52520.25736757215
2512,1.8969778,342.0227966,5.232952579682727e-05,11,ACTRot11,1.9,7.0,perp,-3.7777088240410693e-06,-0.06733015536352956,-377.77088240410694,2.258899507860603e-06,0.04511426509475005,225.8899507860603,5.969423917548867,52.32952579682727,-3.7777088240410692,-67330.15536352956,2.258899507860603,45114.26509475005
2513,1.898571675,342.9804077,5.212528923208784e-05,11,ACTRot11,1.9,7.0,perp,-3.981945388780499e-06,-0.07097026641372675,-398.1945388780499,2.054662943121173e-06,0.04103529544973815,205.4662943121173,5.986137384197511,52.12528923208784,-3.981945388780499,-70970.26641372676,2.054662943121173,41035.29544973815
2514,1.8973354,343.9911804,5.135145423184362e-05,11,ACTRot11,1.9,7.0,perp,-4.755780389024714e-06,-0.08476233806853609,-475.5780389024714,1.2808279428769582e-06,0.02558042584658454,128.08279428769583,6.003778695801785,51.351454231843626,-4.755780389024714,-84762.33806853609,1.2808279428769582,25580.425846584538
2515,1.897952075,345.0019836,5.135378112767111e-05,11,ACTRot11,1.9,7.0,perp,-4.753453493197225e-06,-0.08472086577279361,-475.3453493197225,1.2831548387044474e-06,0.025626898119850312,128.31548387044472,6.02142053973148,51.35378112767111,-4.753453493197225,-84720.86577279361,1.2831548387044474,25626.898119850313
2516,1.898076925,346.0127869,5.0991655171823695e-05,11,ACTRot11,1.9,7.0,perp,-5.115579449044642e-06,-0.09117504157194678,-511.5579449044642,9.210288828570302e-07,0.018394594817760127,92.10288828570302,6.0390623854065035,50.991655171823695,-5.115579449044642,-91175.04157194679,0.9210288828570302,18394.594817760128
2517,1.8972237,347.0235901,5.08457137127307e-05,11,ACTRot11,1.9,7.0,perp,-5.261520908137638e-06,-0.09377615816732279,-526.1520908137638,7.750874237640341e-07,0.015479882741846767,77.5087423764034,6.056704229336198,50.8457137127307,-5.261520908137638,-93776.15816732279,0.7750874237640341,15479.882741846766
2518,1.897421425,347.9812012,5.028314013293014e-05,11,ACTRot11,1.9,7.0,perp,-5.824094487938196e-06,-0.10380291467389487,-582.4094487938196,2.125138439634767e-07,0.004244281721922565,21.251384396347667,6.073417695984843,50.28314013293014,-5.824094487938195,-103802.91467389486,0.2125138439634767,4244.281721922565
2519,1.89673715,348.9920044,5.019499509053492e-05,11,ACTRot11,1.9,7.0,perp,-5.912239530333414e-06,-0.10537392495431303,-591.2239530333413,1.2436880156825814e-07,0.0024838675044826326,12.436880156825813,6.0910595399145375,50.194995090534924,-5.912239530333414,-105373.92495431303,0.12436880156825814,2483.8675044826327
2520,1.897669925,350.0028076,4.981404446917137e-05,11,ACTRot11,1.9,7.0,perp,-6.293190151696969e-06,-0.1121636130210613,-629.319015169697,-2.565818197952966e-07,-0.005124398051554546,-25.65818197952966,6.108701383844232,49.81404446917137,-6.293190151696969,-112163.6130210613,-0.2565818197952966,-5124.398051554545
2521,1.8976268,351.0135803,4.970248477245828e-05,11,ACTRot11,1.9,7.0,perp,-6.404749848410057e-06,-0.11415194300144488,-640.4749848410057,-3.681415165083851e-07,-0.007352444812329162,-36.81415165083851,6.126342695448505,49.70248477245828,-6.404749848410058,-114151.94300144487,-0.3681415165083851,-7352.444812329162
2522,1.898007225,352.0243835,4.952497726769136e-05,11,ACTRot11,1.9,7.0,perp,-6.582257353176976e-06,-0.11731566165495516,-658.2257353176976,-5.456490212753037e-07,-0.010897587302508744,-54.56490212753037,6.1439845393782,49.52497726769136,-6.582257353176976,-117315.66165495515,-0.5456490212753037,-10897.587302508744
2523,1.8978094,352.9819946,4.9522351221210594e-05,11,ACTRot11,1.9,7.0,perp,-6.584883399657743e-06,-0.11736246571682903,-658.4883399657743,-5.482750677560707e-07,-0.010950034149600524,-54.82750677560707,6.160698006026845,49.52235122121059,-6.584883399657743,-117362.46571682903,-0.5482750677560707,-10950.034149600524
2524,1.8984489,353.9927979,4.943688048636608e-05,11,ACTRot11,1.9,7.0,perp,-6.670354134502256e-06,-0.11888581177767238,-667.0354134502256,-6.337458026005839e-07,-0.012657037660026899,-63.374580260058394,6.178339851701869,49.43688048636608,-6.670354134502256,-118885.81177767238,-0.6337458026005839,-12657.0376600269
2525,1.89847045,355.0036011,4.92911985102914e-05,11,ACTRot11,1.9,7.0,perp,-6.816036110576935e-06,-0.12148230360371033,-681.6036110576935,-7.794277786752626e-07,-0.015566567395763007,-77.94277786752626,6.195981695631564,49.2911985102914,-6.816036110576935,-121482.30360371033,-0.7794277786752626,-15566.567395763008
2526,1.898882775,356.0144043,4.928749190358274e-05,11,ACTRot11,1.9,7.0,perp,-6.819742717285599e-06,-0.12154836650511175,-681.9742717285599,-7.831343853839269e-07,-0.015640594964087654,-78.31343853839269,6.213623539561258,49.28749190358274,-6.8197427172855996,-121548.36650511174,-0.7831343853839269,-15640.594964087653
2527,1.899367725,357.0252075,4.914540846526296e-05,11,ACTRot11,1.9,7.0,perp,-6.961826155605376e-06,-0.12408072154416995,-696.1826155605376,-9.25217823703704e-07,-0.01847825546187707,-92.5217823703704,6.231265383490953,49.14540846526296,-6.961826155605376,-124080.72154416995,-0.925217823703704,-18478.25546187707
2528,1.899971825,357.9827881,4.921782047293938e-05,11,ACTRot11,1.9,7.0,perp,-6.889414147928958e-06,-0.12279012135391418,-688.9414147928958,-8.528058160272859e-07,-0.017032058099405206,-85.28058160272859,6.247978317814175,49.21782047293938,-6.889414147928958,-122790.12135391418,-0.8528058160272859,-17032.058099405207
2529,1.900339575,358.9935913,4.89786532219723e-05,11,ACTRot11,1.9,7.0,perp,-7.1285813988960375e-06,-0.12705280249625164,-712.8581398896038,-1.0919730669943652e-06,-0.02180865605100265,-109.19730669943652,6.265620161743871,48.9786532219723,-7.128581398896038,-127052.80249625165,-1.0919730669943652,-21808.65605100265
2530,1.8993173,360.0043945,4.932277429716058e-05,11,ACTRot11,1.9,7.0,perp,-6.7844603237077555e-06,-0.12091952792812152,-678.4460323707755,-7.478519918060832e-07,-0.014935942432397266,-74.78519918060832,6.283262005673565,49.322774297160585,-6.784460323707756,-120919.52792812152,-0.7478519918060832,-14935.942432397267
2531,1.90056795,0.0,4.213158053295481e-05,11,ACTRot11,1.9,9.0,perp,-3.935666586951742e-06,-0.08543307518914157,-393.5666586951742,0.0,0.0,0.0,0.0,42.131580532954814,-3.935666586951742,-85433.07518914157,0.0,0.0
2532,1.900383725,1.0108,4.230212202853207e-05,11,ACTRot11,1.9,9.0,perp,-3.765125091374483e-06,-0.08173106332085338,-376.5125091374483,1.7054149557725948e-07,0.004047830473482094,17.05414955772595,0.01764178807915868,42.30212202853207,-3.765125091374483,-81731.06332085338,0.17054149557725948,4047.8304734820945
2533,1.90035905,2.0216,4.2365462881921634e-05,11,ACTRot11,1.9,9.0,perp,-3.70178423798492e-06,-0.08035609830015883,-370.178423798492,2.3388234896682238e-07,0.005551236056380141,23.38823489668224,0.03528357615831736,42.36546288192164,-3.7017842379849197,-80356.09830015883,0.2338823489668224,5551.236056380141
2534,1.90005495,2.9791999,4.25959376530373e-05,11,ACTRot11,1.9,9.0,perp,-3.4713094668692527e-06,-0.07535309105477744,-347.13094668692526,4.643571200824896e-07,0.01102159269147938,46.43571200824896,0.05199684733008581,42.5959376530373,-3.471309466869253,-75353.09105477744,0.46435712008248964,11021.59269147938
2535,1.900488025,3.99,4.277500521056308e-05,11,ACTRot11,1.9,9.0,perp,-3.292241909343477e-06,-0.07146600057898478,-329.2241909343477,6.434246776082655e-07,0.015271790648940561,64.34246776082655,0.06963863715457375,42.77500521056308,-3.2922419093434767,-71466.00057898478,0.6434246776082655,15271.790648940561
